x,y,t
256.5587463378906,491.3598327636719,934
246.5865020751953,489.5467224121094,950
237.5208282470703,488.64013671875,968
231.17483520507812,487.73358154296875,985
227.54856872558594,487.73358154296875,1001
226.6420135498047,487.73358154296875,1018
228.4551544189453,487.73358154296875,1034
233.89453125,487.73358154296875,1052
246.5865020751953,488.64013671875,1068
264.71783447265625,488.64013671875,1084
287.3820495605469,488.64013671875,1102
312.7659912109375,489.5467224121094,1119
340.8695983886719,490.4532775878906,1135
368.9731750488281,492.2664489746094,1151
397.9833679199219,494.9861145019531,1169
426.08697509765625,495.89276123046875,1185
455.0971374511719,498.6123962402344,1201
485.01385498046875,501.33209228515625,1219
514.9306640625,504.05181884765625,1235
544.8473510742188,507.6780700683594,1253
571.1378173828125,509.4912109375,1271
597.4283447265625,511.3043518066406,1287
620.9990844726562,510.3977966308594,1303
642.7567138671875,508.58465576171875,1318
661.794677734375,504.05181884765625,1337
679.9260864257812,497.7058410644531,1353
694.43115234375,488.64013671875,1368
706.2164916992188,479.574462890625,1384
716.188720703125,467.7890625,1403
723.4412231445312,456.0037536621094,1418
728.8806762695312,440.5920715332031,1436
732.5069580078125,423.3672790527344,1453
734.3201293945312,402.51617431640625,1470
735.2266235351562,378.9454040527344,1485
734.3201293945312,356.2812194824219,1502
732.5069580078125,333.6170349121094,1519
729.7872924804688,312.7659912109375,1536
728.8806762695312,302.7937316894531,1552
726.1609497070312,273.7835388183594,1569
724.347900390625,254.74560546875,1585
724.347900390625,232.98800659179688,1604
726.1609497070312,211.2303466796875,1619
727.97412109375,190.37928771972656,1635
730.69384765625,170.43479919433594,1653
732.5069580078125,161.3690948486328,1669
736.1332397460938,138.7049102783203,1686
739.759521484375,123.29325103759766,1703
742.4791870117188,104.25533294677734,1719
745.1989135742188,88.84366607666016,1735
