x,y,t
665,251,1070
666,263,1088
670,280,1103
674,299,1119
675,310,1136
678,343,1153
679,365,1170
680,388,1187
678,413,1204
675,437,1219
671,459,1236
665,479,1253
657,500,1271
647,520,1286
633,541,1303
626,551,1319
600,577,1336
591,586,1353
559,605,1371
535,615,1387
508,624,1404
480,631,1419
452,638,1436
418,647,1453
376,659,1469
335,671,1487
296,682,1503
259,691,1521
227,699,1537
199,705,1554
178,712,1569
167,714,1586
162,715,1604
161,716,1620
