x,y,t
45,74,1112
50,85,1129
53,101,1149
60,118,1162
63,137,1178
67,157,1196
70,180,1212
73,207,1228
75,236,1245
77,267,1263
79,299,1279
81,334,1296
82,369,1315
82,402,1330
82,431,1345
83,452,1363
84,468,1379
87,479,1396
89,481,1413
92,484,1429
99,487,1445
111,488,1463
131,486,1480
162,480,1496
200,472,1514
244,463,1530
292,455,1547
341,449,1563
392,443,1579
444,438,1597
500,434,1614
555,431,1630
606,428,1646
651,427,1663
688,426,1681
714,425,1696
732,425,1713
742,425,1729
744,425,1747
