x,y,t
5,5,0
37,43,1475
37,69,1496
39,147,1515
43,181,1526
45,207,1538
49,224,1552
53,240,1566
57,255,1577
63,268,1590
69,280,1603
76,289,1618
84,300,1629
93,308,1641
109,319,1654
132,329,1667
164,339,1684
216,351,1692
304,375,1705
408,392,1718
652,420,1734
712,424,1743
728,424,1756
744,424,1768
757,424,1783
768,424,1795
767,423,2088
761,420,2100
753,417,2114
745,413,2126
737,411,2151
731,408,2165
725,407,2177
721,404,2189
717,404,2202
715,403,2229
712,403,2241
711,403,2254
708,403,2268
