x,y,t
62,48,1043
62,58,1067
65,75,1079
67,87,1093
73,140,1111
75,159,1126
81,223,1146
83,265,1164
85,301,1177
87,332,1194
89,360,1212
91,380,1228
93,393,1244
98,406,1262
106,416,1277
119,425,1295
141,433,1311
174,439,1328
220,441,1345
274,441,1361
329,438,1379
384,433,1395
441,428,1413
502,421,1429
561,413,1447
613,408,1462
657,404,1479
694,402,1496
719,401,1511
737,401,1529
743,401,1545
745,401,1562
746,401,1571
