x,y,t
236.61424255371094,252.02590942382812,2507
242.9602508544922,247.49305725097656,2512
249.3061981201172,243.86679077148438,2524
267.43756103515625,232.0814208984375,2536
291.00836181640625,219.3894500732422,2552
321.8316345214844,203.977783203125,2569
359.00091552734375,188.566162109375,2585
397.0768127441406,174.96763610839844,2602
434.2460632324219,164.08880615234375,2618
473.2284851074219,157.74282836914062,2635
510.3977966308594,155.02313232421875,2651
546.6604614257812,156.8362579345703,2669
587.4560546875,164.99539184570312,2685
624.6253051757812,180.40704345703125,2703
655.4486694335938,203.977783203125,2719
678.1128540039062,231.17483520507812,2736
695.337646484375,261.09161376953125,2753
706.2164916992188,292.8215026855469,2769
710.7493286132812,323.6448059082031,2786
710.7493286132812,347.215576171875,2802
707.1231079101562,372.5994567871094,2820
698.057373046875,397.9833679199219,2835
684.4588623046875,421.55413818359375,2853
664.514404296875,444.21832275390625,2869
639.1304321289062,463.25628662109375,2886
605.5874633789062,482.294189453125,2903
569.32470703125,498.6123962402344,2922
530.34228515625,510.3977966308594,2937
261.09161376953125,336.33673095703125,3138
261.09161376953125,63.45975875854492,3357
140.51805114746094,116.947265625,3557
147.7705841064453,327.2710876464844,3757
235.7076873779297,440.5920715332031,3957
414.3016052246094,492.2664489746094,4156
597.4283447265625,579.2969360351562,4360
392.5439453125,667.2340698242188,4557
213.95004272460938,616.4662475585938,4759
252.02590942382812,592.8955078125,4958
383.4783020019531,485.9205017089844,5159
542.1277465820312,322.7381896972656,5360
636.4107666015625,180.40704345703125,5564
517.6503295898438,109.6947250366211,5761
429.7132568359375,125.10638427734375,5963
471.4153747558594,215.76318359375,6162
558.4459228515625,363.5337829589844,6362
611.02685546875,553.9130859375,6563
597.4283447265625,645.4763793945312,6763
493.1730041503906,707.1231079101562,6963
355.3746643066406,704.4033813476562,7163
401.609619140625,548.4736328125,7364
504.9583740234375,478.66790771484375,7455
