x,y,t
180,332,2752
186,357,2792
190,375,2810
195,406,2848
197,423,2862
201,453,2888
206,478,2923
217,510,2952
237,533,2996
253,543,3016
313,537,3079
343,531,3110
375,525,3137
388,522,3157
416,515,3186
428,511,3195
441,506,3219
476,492,3271
496,483,3304
505,481,3319
512,478,3334
528,476,3372
533,475,3413
